sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,label
46,46,50,54,64,82,100,100,100,100,100,100,78,68,60,58,56,58,60,100,100,100,100,100,100,100,100,82,64,54,50,46,0
42,44,46,52,60,76,100,100,100,100,100,100,84,70,64,60,60,60,64,100,100,100,100,100,100,100,100,76,60,52,46,44,0
46,42,40,40,42,44,50,60,80,100,100,100,100,100,100,82,72,66,62,62,64,100,100,100,100,100,100,100,100,90,66,54,0
44,40,38,38,38,42,48,56,74,100,100,100,100,100,100,86,74,68,64,64,66,100,100,100,100,100,100,100,100,84,62,50,0
40,36,36,36,36,38,44,52,70,100,100,100,100,100,100,88,78,70,68,68,70,100,100,100,100,100,100,100,100,78,56,46,0
38,34,32,32,34,36,40,48,64,98,100,100,100,100,100,92,80,74,70,70,72,100,100,100,100,100,100,100,100,72,52,42,0
60,46,38,34,32,32,32,32,36,40,50,68,100,100,100,100,100,100,90,80,74,72,72,100,100,100,100,100,100,100,100,94,0
58,44,36,32,30,30,30,32,34,38,48,66,100,100,100,100,100,100,92,80,76,72,74,100,100,100,100,100,100,100,100,90,0
54,42,36,32,28,28,28,30,32,36,46,62,100,100,100,100,100,100,94,82,76,74,74,100,100,100,100,100,100,100,100,84,0
52,40,34,30,28,26,26,28,30,34,42,58,100,100,100,100,100,100,94,84,78,76,100,100,100,100,100,100,100,100,100,80,0
28,26,24,24,24,26,30,36,46,72,100,100,100,100,100,100,90,82,78,78,100,100,100,100,100,100,100,100,90,52,38,32,0
24,22,22,22,22,24,26,32,42,64,100,100,100,100,100,100,94,86,82,80,100,100,100,100,100,100,100,100,80,46,34,28,0
38,30,24,22,20,20,20,20,22,26,32,44,74,100,100,100,100,100,100,92,86,82,100,100,100,100,100,100,100,100,100,60,0
36,28,22,20,18,18,18,20,20,24,30,40,68,100,100,100,100,100,100,94,86,84,100,100,100,100,100,100,100,100,100,54,0
32,24,20,18,18,16,16,18,20,22,26,36,62,100,100,100,100,100,100,94,88,86,100,100,100,100,100,100,100,100,100,50,0
18,20,24,34,56,100,100,100,100,100,100,96,90,86,100,100,100,100,100,100,100,98,98,46,30,22,18,16,16,16,16,16,1
100,100,100,100,92,90,100,100,100,100,100,100,100,100,90,38,24,18,16,14,14,12,12,14,14,16,20,28,46,100,100,100,1
100,100,100,100,100,100,100,42,28,20,18,16,14,14,14,14,16,18,22,30,52,100,100,100,100,100,100,98,90,88,100,100,1
88,86,100,100,100,100,100,100,100,100,100,52,34,26,22,18,18,18,18,18,20,22,28,38,64,100,100,100,100,100,100,94,0
84,82,100,100,100,100,100,100,100,100,100,60,38,30,24,22,20,20,20,22,22,26,32,44,74,100,100,100,100,100,100,92,0
82,80,100,100,100,100,100,100,100,100,100,70,44,34,28,26,24,22,24,24,26,30,36,50,86,100,100,100,100,100,100,88,0
76,100,100,100,100,100,100,100,100,100,66,46,36,30,28,26,26,26,28,30,36,46,66,100,100,100,100,100,100,92,82,78,0
74,100,100,100,100,100,100,100,100,100,74,52,40,34,32,30,28,30,32,34,40,52,74,100,100,100,100,100,100,88,80,74,0
70,100,100,100,100,100,100,100,100,100,82,56,44,38,34,32,32,32,34,38,44,56,82,100,100,100,100,100,98,84,76,72,0
68,100,100,100,100,100,100,100,100,100,90,62,48,42,38,36,34,36,38,42,48,62,90,100,100,100,100,100,94,80,72,68,0
64,100,100,100,100,100,100,100,100,100,98,68,54,46,40,38,38,38,40,46,54,68,98,100,100,100,100,100,90,76,70,66,0
62,100,100,100,100,100,100,100,100,100,100,72,58,48,44,42,40,42,44,48,58,72,100,100,100,100,100,100,86,74,66,62,0
58,100,100,100,100,100,100,100,100,100,100,78,62,52,48,44,44,44,48,52,62,78,100,100,100,100,100,100,82,70,62,60,0
78,68,60,58,56,100,100,100,100,100,100,100,100,100,100,82,64,56,50,46,46,46,50,56,64,82,100,100,100,100,100,100,0
76,64,58,54,54,100,100,100,100,100,100,100,100,100,100,86,68,58,52,50,48,50,52,58,68,86,100,100,100,100,100,96,0
72,62,56,52,52,100,100,100,100,100,100,100,100,100,100,90,70,60,54,52,50,52,54,60,70,90,100,100,100,100,100,92,0
100,100,100,92,72,62,56,52,52,52,100,100,100,100,100,100,100,100,100,90,70,60,54,52,50,52,54,60,70,90,100,100,0
100,100,100,92,72,62,56,52,52,52,100,100,100,100,100,100,100,100,100,90,70,60,54,52,50,52,54,60,70,90,100,100,0
100,100,100,92,72,62,56,52,52,52,100,100,100,100,100,100,100,100,100,90,70,60,54,52,50,52,54,60,70,90,100,100,0
70,60,54,50,50,50,100,100,100,100,100,100,100,100,100,94,74,62,56,54,52,54,56,62,74,94,100,100,100,100,100,88,0
66,56,52,48,48,48,52,100,100,100,100,100,100,100,100,98,76,66,58,56,54,56,58,66,76,98,100,100,100,100,100,84,0
64,54,50,46,46,46,50,100,100,100,100,100,100,100,100,100,80,68,62,58,56,58,62,68,80,100,100,100,100,100,100,80,0
60,52,46,44,44,44,46,100,100,100,100,100,100,100,100,100,82,70,64,60,58,60,64,70,82,100,100,100,100,100,100,78,0
58,50,44,42,42,42,44,50,100,100,100,100,100,100,100,100,86,72,66,62,60,62,66,72,86,100,100,100,100,100,100,74,0
54,46,42,40,40,40,42,46,100,100,100,100,100,100,100,100,88,76,68,64,62,64,68,76,88,100,100,100,100,100,100,70,0
52,44,40,38,36,38,40,44,100,100,100,100,100,100,100,100,92,78,70,66,66,66,70,78,92,100,100,100,100,100,94,66,0
48,42,38,36,34,36,38,42,48,100,100,100,100,100,100,100,94,80,72,68,68,68,72,80,94,100,100,100,100,100,90,62,0
32,32,32,34,36,42,100,100,100,100,100,100,100,100,88,78,72,70,70,74,80,92,100,100,100,100,100,98,62,48,40,36,0
30,30,30,30,34,38,46,100,100,100,100,100,100,100,92,82,76,74,74,78,84,96,100,100,100,100,100,88,56,44,36,32,0
54,42,34,30,28,28,28,28,32,36,44,100,100,100,100,100,100,100,94,82,78,74,76,78,86,98,100,100,100,100,100,84,0
50,38,32,28,26,26,26,28,30,34,42,100,100,100,100,100,100,100,96,84,78,76,76,80,88,100,100,100,100,100,100,78,0
48,36,30,28,26,24,24,26,28,32,40,100,100,100,100,100,100,100,98,86,80,78,78,82,90,100,100,100,100,100,100,74,0
44,34,28,26,24,24,24,24,26,30,38,50,100,100,100,100,100,100,100,88,82,80,80,84,92,100,100,100,100,100,100,70,0
42,32,26,24,22,22,22,22,24,28,34,48,100,100,100,100,100,100,100,90,84,80,82,84,92,100,100,100,100,100,100,64,0
38,30,24,22,20,20,20,22,22,26,32,44,100,100,100,100,100,100,100,92,84,82,82,86,94,100,100,100,100,100,100,60,0
36,28,24,20,20,18,18,20,22,24,30,40,100,100,100,100,100,100,100,92,86,84,84,88,96,100,100,100,100,100,100,56,0
32,26,22,18,18,18,18,18,20,22,28,38,100,100,100,100,100,100,100,94,88,86,86,90,98,100,100,100,100,100,100,50,0
30,22,20,18,16,16,16,16,18,20,24,34,58,100,100,100,100,100,100,96,90,86,88,92,100,100,100,100,100,100,100,46,0
26,20,18,16,14,14,14,14,16,18,22,30,52,100,100,100,100,100,100,98,92,88,88,92,100,100,100,100,100,100,100,42,1
14,12,12,12,12,12,14,16,22,34,100,100,100,100,100,100,100,96,92,90,94,100,100,100,100,100,100,100,42,24,18,14,1
10,10,8,8,10,10,10,12,16,26,60,100,100,100,100,100,100,98,94,94,96,100,100,100,100,100,100,100,32,18,14,12,1
8,6,6,6,6,6,8,8,12,18,40,100,100,100,100,100,100,100,96,96,100,100,100,100,100,100,100,80,22,12,10,8,1
4,4,4,4,4,4,4,4,6,10,20,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,40,12,6,6,4,1
2,2,2,2,2,2,2,2,2,2,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
