sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,label
100,100,100,34,30,28,26,26,28,30,34,40,52,100,100,100,96,56,42,34,30,26,26,26,26,28,32,38,50,78,100,100,0
100,100,100,34,30,28,26,26,26,28,32,38,50,100,100,100,98,58,42,34,30,28,26,26,28,30,32,40,52,80,100,100,0
100,100,100,32,28,26,26,26,26,28,32,38,50,76,100,100,100,60,44,36,32,28,28,28,28,30,34,40,52,82,100,100,0
100,100,100,32,28,26,24,24,26,26,30,36,48,74,100,100,100,62,44,36,32,30,28,28,28,30,34,42,54,84,100,100,0
100,100,100,30,26,24,24,24,24,26,30,36,46,70,100,100,100,64,46,38,32,30,28,28,30,32,36,42,56,86,100,100,0
100,100,100,100,26,24,22,22,24,26,28,34,44,68,100,100,100,66,48,38,34,30,30,30,30,32,36,44,58,90,100,100,0
100,100,100,100,26,24,22,22,22,24,28,32,42,66,100,100,100,66,48,40,34,32,30,30,32,34,38,46,60,92,100,100,0
100,100,100,96,24,22,22,22,22,24,26,32,42,64,100,100,100,68,50,40,36,32,32,30,32,34,38,46,60,94,100,100,0
100,100,100,100,100,100,100,100,22,22,22,24,26,28,36,48,82,100,100,92,60,46,38,34,32,30,30,32,34,40,48,66,0
100,100,100,94,100,100,22,22,22,24,26,32,42,64,100,100,100,68,50,40,36,32,32,30,32,34,38,46,60,94,100,100,0
100,100,100,94,100,100,20,20,22,22,26,30,40,62,100,100,100,70,52,42,36,34,32,32,32,36,40,48,62,96,100,100,0
100,100,100,92,100,100,100,20,20,22,24,30,38,58,100,100,100,72,52,42,38,34,32,32,34,36,40,48,64,98,100,100,0
100,100,100,92,98,100,100,26,20,20,24,28,36,56,100,100,100,74,54,44,38,36,34,34,34,36,42,50,66,100,100,100,0
100,100,100,90,92,100,100,70,18,20,22,26,36,54,100,100,100,76,56,44,40,36,34,34,36,38,42,52,66,100,100,100,0
100,100,100,90,86,100,100,100,30,20,22,26,34,52,100,100,100,78,56,46,40,36,36,34,36,38,44,52,68,100,100,100,0
100,100,100,88,80,100,100,100,40,24,20,24,32,50,100,100,100,80,58,46,40,38,36,36,36,40,44,54,70,100,100,100,0
100,100,100,88,76,100,100,100,52,30,22,24,30,46,100,100,100,80,60,48,42,38,36,36,38,40,46,54,72,100,100,100,0
72,100,100,100,58,34,26,20,26,38,94,100,100,86,64,52,44,42,40,38,40,44,48,58,76,100,100,100,100,100,100,84,1
100,76,40,28,22,18,24,48,100,100,100,74,58,50,46,42,42,42,46,50,58,74,100,100,100,100,100,100,84,72,94,100,1
100,76,40,28,22,18,16,32,100,100,100,80,64,54,48,46,44,46,48,54,64,80,100,100,100,100,100,100,80,68,94,100,1
100,100,100,50,32,24,20,18,18,50,100,100,94,72,60,54,50,48,48,50,56,64,78,100,100,100,100,100,100,82,68,80,0
100,100,100,52,34,26,22,20,18,18,100,100,100,76,64,56,52,50,52,54,58,68,82,100,100,100,100,100,100,78,64,78,0
100,100,100,54,36,26,22,20,18,18,18,100,100,80,68,60,56,54,54,56,62,70,88,100,100,100,100,100,100,72,60,76,0
100,100,100,56,36,28,24,20,20,18,18,100,100,86,70,62,58,56,56,60,66,74,92,100,100,100,100,100,90,68,58,74,0
100,100,100,58,38,30,24,22,20,20,20,20,100,90,74,66,62,60,60,62,68,78,96,100,100,100,100,100,84,64,54,72,0
100,100,100,62,40,30,26,22,22,20,20,22,100,94,78,70,64,62,62,66,72,82,100,100,100,100,100,100,78,60,52,70,0
100,100,100,64,42,32,26,24,22,22,22,22,24,98,82,72,68,66,66,68,76,86,100,100,100,100,100,100,72,56,50,68,0
100,100,54,38,30,26,22,22,22,22,22,26,96,82,74,70,68,70,74,82,96,100,100,100,100,100,86,60,48,54,78,100,0
100,100,54,38,30,26,22,22,22,22,22,26,100,86,76,72,72,72,76,86,100,100,100,100,100,100,78,54,44,54,78,100,0
100,100,54,38,30,26,22,22,22,22,22,26,30,90,80,76,74,76,80,90,100,100,100,100,100,100,72,50,44,54,78,100,0
76,44,32,26,24,22,20,20,22,22,26,30,88,82,78,78,80,86,96,100,100,100,100,100,100,56,40,48,62,96,100,100,0
72,44,32,26,22,20,20,20,20,22,24,30,92,84,80,80,82,90,100,100,100,100,100,100,82,48,40,48,64,98,100,100,0
70,42,30,24,22,20,18,18,20,20,24,28,36,88,84,84,86,92,100,100,100,100,100,100,70,42,42,50,66,100,100,100,0
100,100,100,58,38,30,24,22,20,20,20,20,22,26,32,96,88,86,86,90,98,100,100,100,100,100,100,48,38,42,52,72,0
34,40,48,66,100,100,100,66,44,34,28,24,22,22,22,24,26,30,36,98,90,88,88,92,100,100,100,100,100,100,100,44,0
100,100,100,70,44,34,28,26,24,24,24,24,26,30,38,100,94,90,90,96,100,100,100,100,100,100,100,34,34,38,48,64,0
100,100,100,72,46,36,30,26,24,24,24,26,28,32,38,100,96,94,94,98,100,100,100,100,100,100,62,30,32,38,46,62,0
100,100,100,74,48,36,30,28,26,24,24,26,28,32,40,100,100,96,96,100,100,100,100,100,100,100,40,28,32,36,44,60,0
100,100,100,76,50,38,32,28,26,26,26,26,30,34,40,100,100,100,100,100,100,100,100,100,100,100,26,28,30,36,44,60,0
98,100,100,80,52,40,32,28,26,26,26,28,30,34,42,100,100,100,100,100,100,100,100,100,100,100,26,28,30,34,42,58,0
26,30,38,52,88,100,100,88,56,42,36,32,30,28,28,30,32,38,46,100,100,100,100,100,100,100,100,100,100,24,24,24,0
24,28,34,46,78,100,100,96,62,46,40,34,32,32,32,32,36,42,50,100,100,100,100,100,100,100,100,100,100,20,20,22,0
20,24,30,40,68,100,100,100,66,50,42,38,36,34,34,36,38,44,56,100,100,100,100,100,100,100,100,100,18,18,18,20,0
22,28,40,78,100,100,92,64,50,44,38,36,36,36,38,44,50,64,100,100,100,100,100,100,100,100,18,16,16,16,18,20,0
20,24,34,68,100,100,98,68,54,46,42,38,38,38,42,46,54,68,100,100,100,100,100,100,100,16,14,14,14,14,14,16,1
16,20,30,56,100,100,100,72,56,48,44,42,40,42,44,48,56,72,100,100,100,100,100,100,16,14,12,12,12,12,12,14,1
14,16,24,46,100,100,100,76,60,50,46,44,42,44,46,50,60,76,100,100,100,100,100,16,14,12,10,10,10,10,10,12,1
10,12,18,34,100,100,100,80,62,54,48,46,44,46,48,54,62,100,100,100,100,100,100,12,10,8,8,8,8,8,8,8,1
8,8,12,24,100,100,100,84,66,56,50,48,46,48,50,56,66,100,100,100,100,100,12,8,8,6,6,6,6,6,6,6,1
4,6,6,12,100,100,100,86,68,58,52,50,48,50,52,58,68,100,100,100,100,12,6,6,4,4,4,4,4,4,4,4,1
2,2,2,2,100,100,100,90,72,60,54,52,50,52,54,60,72,100,100,100,100,2,2,2,2,2,2,2,2,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,60,54,52,50,52,54,60,70,90,100,100,100,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,100,100,100,100,1
100,74,62,54,50,48,50,52,56,64,80,100,100,100,18,8,6,4,4,4,4,4,4,4,4,4,4,6,10,34,100,100,1
100,100,60,52,48,48,48,50,54,62,78,100,100,100,30,12,8,6,6,6,4,4,4,4,6,6,8,10,16,58,100,100,1
100,68,58,50,48,46,46,48,52,60,74,100,100,100,40,18,12,8,8,6,6,6,6,6,6,8,10,12,20,80,100,100,1
50,46,44,44,44,48,54,66,86,100,100,100,32,18,14,12,10,10,8,8,10,10,10,12,16,26,60,100,100,100,100,58,1
46,42,40,40,42,46,50,62,80,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,100,100,100,54,1
44,40,38,38,40,42,48,58,76,100,100,100,52,30,22,18,16,14,14,14,14,16,18,20,26,42,100,100,100,100,100,50,1
40,38,36,36,36,40,44,54,70,100,100,100,62,36,26,22,18,18,16,16,18,18,20,24,32,50,100,100,100,100,100,46,0
38,34,34,32,34,36,42,50,64,100,100,100,72,42,30,26,22,20,20,20,20,22,24,28,38,58,100,100,98,100,54,44,0
34,32,30,30,32,34,38,46,60,92,100,100,82,48,36,28,24,22,22,22,22,24,28,32,42,66,100,100,96,100,50,40,0
32,30,28,28,28,30,34,42,54,84,100,100,92,54,40,32,28,26,24,24,26,28,30,36,48,74,100,100,94,100,44,36,0
28,26,26,26,26,28,32,38,50,76,100,100,100,60,44,36,30,28,28,28,28,30,34,40,52,82,100,100,94,100,40,32,0
26,24,22,22,24,24,28,34,44,68,100,100,100,66,48,38,34,32,30,30,30,32,36,44,58,90,100,100,92,98,36,30,0
22,20,20,20,20,22,24,30,38,60,100,100,100,72,52,42,36,34,32,32,34,36,40,48,64,98,100,100,90,98,32,26,0
20,18,18,18,18,20,22,26,34,52,100,100,100,78,56,46,40,36,36,34,36,38,44,52,68,100,100,96,88,38,28,22,1
16,16,14,14,16,16,18,22,28,44,100,100,100,84,60,50,42,40,38,38,38,42,46,56,74,100,100,84,88,32,24,20,1
14,12,12,12,12,14,14,18,24,36,86,100,100,90,64,52,46,42,40,40,42,44,50,60,78,100,100,82,86,26,20,16,1
10,10,10,10,12,16,22,42,100,100,100,76,60,52,46,44,42,44,46,52,60,76,100,100,82,84,22,16,12,10,10,10,1
6,6,6,8,8,10,14,26,100,100,100,82,64,56,50,46,46,46,50,56,64,82,100,100,82,26,14,10,8,8,6,6,1
4,4,4,4,4,4,6,12,100,100,100,88,68,58,52,50,48,50,52,58,68,88,100,100,82,12,6,4,4,4,4,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,50,50,52,56,66,80,100,100,100,14,6,4,4,4,4,2,2,2,2,4,4,4,6,8,28,100,100,100,100,62,54,1
48,46,46,48,54,62,76,100,100,100,36,16,10,8,6,6,6,6,6,6,6,8,8,12,20,72,100,100,100,100,58,52,1
50,58,72,98,100,100,56,24,16,12,10,10,8,8,8,8,10,10,12,18,30,100,100,100,100,66,54,48,46,44,44,46,1
42,40,42,44,46,54,66,92,100,100,80,32,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,100,62,52,46,1
40,42,48,56,74,100,100,100,52,30,22,18,16,14,14,14,14,16,18,20,28,42,100,100,100,100,62,50,44,40,38,38,1
36,38,44,52,70,100,100,100,62,38,28,22,20,18,18,18,18,18,22,26,32,50,100,100,100,100,56,46,40,36,36,36,0
34,36,40,48,64,98,100,100,74,44,32,26,22,20,20,20,20,22,24,30,38,60,100,100,100,100,52,42,36,34,32,32,0
34,32,30,30,30,32,36,44,58,90,100,100,84,50,36,30,26,24,22,22,24,24,28,34,44,68,100,100,100,100,48,38,0
30,28,28,26,28,30,34,40,52,82,100,100,94,56,40,34,28,26,26,26,26,28,32,38,50,76,100,100,100,100,44,36,0
28,26,24,24,26,28,30,36,48,74,100,100,100,62,44,36,32,30,28,28,28,30,34,42,54,84,100,100,100,100,40,32,0
30,26,24,22,22,22,24,26,30,40,56,100,100,100,76,52,42,36,32,30,30,30,32,36,42,52,76,100,100,100,100,40,0
28,24,22,20,20,20,22,24,28,36,50,98,100,100,82,56,44,38,34,32,32,32,34,38,44,56,82,100,100,100,100,36,0
24,22,20,18,18,18,20,22,24,32,46,88,100,100,88,60,48,40,36,34,34,34,36,40,48,60,88,100,100,100,100,32,0
32,24,20,18,18,16,16,18,18,22,26,36,60,100,100,100,70,54,44,40,36,36,36,38,40,46,58,80,100,100,100,100,0
28,22,18,16,16,14,16,16,18,20,24,32,54,100,100,100,74,56,46,42,38,38,38,40,42,48,60,82,100,100,100,100,1
26,20,16,14,14,14,14,14,16,18,22,30,50,100,100,100,76,58,48,42,40,38,38,40,44,50,62,86,100,100,100,100,1
22,18,14,14,12,12,12,12,14,16,20,26,44,100,100,100,80,60,50,44,42,40,40,42,46,52,66,100,100,100,100,100,1
20,16,12,12,10,10,10,10,12,14,16,22,38,100,100,100,82,62,52,46,42,42,42,44,48,54,68,100,100,100,100,100,1
100,100,100,100,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,80,62,52,46,42,40,42,42,46,54,66,100,1
100,100,100,100,24,18,14,14,12,12,12,12,14,16,20,26,44,100,100,100,78,60,50,44,42,40,40,42,46,52,66,100,1
100,100,100,100,100,18,16,14,14,12,12,14,14,16,20,28,46,100,100,100,78,58,50,44,40,40,40,42,46,52,64,100,1
100,100,100,100,100,20,16,16,14,14,14,14,16,18,22,30,50,100,100,100,76,58,48,42,40,38,38,40,44,50,62,100,1
100,100,100,100,100,100,18,16,14,14,14,16,16,18,22,32,52,100,100,100,74,56,48,42,38,38,38,40,44,50,62,100,1
100,100,16,14,14,12,12,14,14,16,20,28,46,100,100,100,78,58,50,44,40,40,40,42,46,52,64,100,100,100,100,100,1
100,100,100,12,12,12,12,12,12,14,18,24,40,100,100,100,80,62,50,46,42,40,42,42,46,54,66,100,100,100,100,100,1
100,100,100,10,10,10,10,10,12,12,16,20,36,100,100,100,84,64,52,46,44,42,42,44,48,56,68,100,100,100,100,100,1
100,100,100,100,8,8,8,8,10,10,14,18,30,100,100,100,86,66,54,48,46,44,44,46,50,58,100,100,100,100,100,100,1
100,100,100,100,100,100,6,8,8,8,10,14,24,90,100,100,90,68,56,50,46,46,46,48,52,60,100,100,100,100,100,100,1
100,100,100,100,100,100,18,8,6,6,8,10,18,68,100,100,92,70,58,52,48,46,48,50,54,62,100,100,100,98,100,100,1
96,98,100,100,100,100,100,100,100,28,14,10,8,8,12,24,100,100,100,84,66,56,50,48,46,48,50,56,100,100,100,98,1
92,94,100,100,100,100,100,100,100,44,22,16,12,10,12,24,100,100,100,84,66,56,50,48,46,48,50,56,100,100,100,94,1
90,92,98,100,100,100,100,100,100,100,30,22,16,14,14,24,100,100,100,84,66,56,50,48,46,48,50,56,100,100,98,92,1
86,88,94,100,100,100,100,100,100,100,38,26,22,18,16,24,100,100,100,84,66,56,50,48,46,48,50,56,100,100,94,88,0
84,86,90,100,100,100,100,100,100,100,46,32,26,22,20,24,100,100,100,84,66,56,50,48,46,48,50,56,100,100,90,86,0
84,80,82,86,94,100,100,100,100,100,100,100,42,32,26,24,22,80,100,100,90,70,58,52,48,46,46,48,52,100,100,90,0
80,78,78,82,90,100,100,100,100,100,100,100,48,36,30,26,24,92,100,100,90,68,56,50,46,46,46,48,52,100,98,86,0
78,76,76,80,86,100,100,100,100,100,100,100,52,40,34,30,28,100,100,100,88,66,56,50,46,44,44,46,100,100,94,84,0
74,72,72,76,84,96,100,100,100,100,100,100,58,44,38,34,30,100,100,100,86,66,54,48,46,44,44,46,100,100,90,80,0
72,70,70,74,80,92,100,100,100,100,100,100,64,50,42,36,34,100,100,100,84,64,54,48,44,42,44,46,100,100,86,78,0
68,66,66,70,76,88,100,100,100,100,100,100,100,54,44,40,36,100,100,100,84,64,52,46,44,42,42,44,100,100,84,74,0
66,64,64,66,74,84,100,100,100,100,100,100,100,58,48,42,40,100,100,100,82,62,52,46,42,42,42,100,100,96,80,70,0
62,60,62,64,70,80,98,100,100,100,100,100,100,62,52,46,42,100,100,100,80,60,50,44,42,40,40,100,100,92,76,68,0
60,58,58,60,66,76,94,100,100,100,100,100,100,66,56,50,46,100,100,100,78,60,50,44,42,40,40,100,100,86,72,64,0
56,54,56,58,64,72,90,100,100,100,100,100,100,72,60,52,48,100,100,100,76,58,48,44,40,38,100,100,100,82,68,60,0
54,52,52,54,60,68,84,100,100,100,100,100,100,76,62,56,52,100,100,100,76,58,48,42,40,38,100,100,100,78,66,58,0
50,50,50,52,56,64,80,100,100,100,100,100,100,80,66,60,54,100,100,100,74,56,46,42,38,38,100,100,96,74,62,54,0
48,46,46,48,54,60,74,100,100,100,100,100,100,84,70,62,58,100,100,100,72,54,46,40,38,76,100,100,92,70,58,52,0
