sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,label
48,46,46,48,54,62,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,70,58,52,0
46,44,44,46,50,58,70,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86,66,54,48,0
42,40,40,42,46,54,66,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,62,50,46,0
40,38,38,40,44,50,62,84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,74,56,48,42,0
36,34,36,36,40,46,56,78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,68,52,44,38,0
34,32,32,34,36,42,52,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,62,48,40,36,0
28,30,32,34,40,52,74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,74,52,40,34,32,30,0
26,26,28,30,36,46,66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66,46,36,30,28,26,0
22,24,24,28,32,40,58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,58,40,32,28,24,24,0
20,20,22,24,28,36,50,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,50,36,28,24,22,20,0
16,18,18,20,24,30,42,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82,42,30,24,20,18,18,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,68,34,24,20,16,16,14,14,14,16,16,20,24,34,68,1
100,100,100,100,100,100,100,100,100,68,34,24,20,16,16,14,14,14,16,16,20,24,34,68,100,100,100,100,100,100,100,100,1
100,100,100,100,100,100,100,100,100,82,42,30,24,20,18,18,16,18,18,20,24,30,42,82,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,98,50,36,28,24,22,20,20,20,22,24,28,36,50,98,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,100,58,40,32,28,24,24,22,24,24,28,32,40,58,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,100,66,46,36,30,28,26,26,26,28,30,36,46,66,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,64,46,38,34,30,30,28,30,32,36,44,56,88,100,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,70,52,42,36,34,32,32,32,36,40,48,62,96,100,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,78,56,46,40,36,34,34,36,38,44,52,68,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,84,62,50,44,40,38,38,38,42,48,56,74,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,90,66,54,46,42,40,40,42,44,50,60,80,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,100,100,100,100,100,100,96,70,58,50,46,44,44,44,48,54,66,86,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,98,100,100,100,100,100,100,76,62,54,48,46,46,48,52,58,70,92,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,98,100,100,100,100,100,100,80,66,56,52,50,50,50,54,62,74,98,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,96,98,100,100,100,100,100,84,68,60,54,52,52,54,58,66,78,100,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,96,94,100,100,100,100,100,90,72,64,58,56,56,56,62,68,82,100,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,94,88,100,100,100,100,100,94,76,66,62,58,58,60,64,72,88,100,100,100,100,100,100,100,100,100,100,100,100,0
100,100,100,94,82,100,100,100,100,100,100,80,70,64,62,60,62,68,76,92,100,100,100,100,100,100,100,100,100,96,100,100,0
