sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,12,6,4,4,2,2,2,2,2,2,2,2,4,4,6,22,100,100,100,100,100,100,100,100,100,100,1
8,6,6,6,6,4,4,6,6,6,8,10,16,62,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,32,14,1
4,4,4,6,8,10,26,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,50,14,8,6,6,4,4,4,4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,100,1
100,100,100,100,100,100,100,16,6,4,2,2,2,2,2,2,2,2,2,2,4,4,10,100,100,100,100,100,100,100,100,100,1
16,10,8,6,6,6,4,4,6,6,6,6,8,14,32,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,62,1
4,4,4,6,8,10,26,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,50,14,8,6,6,4,4,4,4,1
100,100,100,100,100,100,100,100,100,100,100,26,8,4,4,4,2,2,2,2,2,2,4,4,4,6,14,100,100,100,100,100,1
100,100,100,66,18,10,8,6,6,6,6,6,6,6,6,8,10,14,34,100,100,100,100,100,100,100,98,96,100,100,100,100,1
8,8,6,6,6,8,8,10,12,18,46,100,100,100,100,100,100,100,96,96,98,100,100,100,100,100,100,90,24,14,10,8,1
6,6,8,10,18,66,100,100,100,100,100,100,100,96,98,100,100,100,100,100,100,100,34,14,10,8,6,6,6,6,6,6,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,14,6,4,4,4,2,2,2,2,2,2,4,4,4,8,26,100,100,1
100,100,100,100,100,100,26,10,8,6,4,4,4,4,4,4,4,6,6,8,14,50,100,100,100,100,100,100,100,98,98,100,1
100,32,18,12,10,8,8,8,8,8,8,8,10,12,18,32,100,100,100,100,100,100,100,96,94,96,100,100,100,100,100,100,1
8,8,8,8,10,10,12,16,28,100,100,100,100,100,100,100,98,94,94,100,100,100,100,100,100,100,54,22,14,12,10,8,1
16,62,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,32,14,10,8,6,6,6,6,6,6,6,6,8,10,1
100,98,98,100,100,100,100,100,100,100,26,12,8,6,6,4,4,4,4,4,4,6,6,8,14,50,100,100,100,100,100,100,1
100,100,48,20,14,10,8,8,8,8,8,8,8,10,12,14,24,96,100,100,100,100,100,100,98,96,96,100,100,100,100,100,1
10,10,8,8,8,10,10,12,16,24,60,100,100,100,100,100,100,98,94,94,96,100,100,100,100,100,100,100,30,18,14,12,1
20,74,100,100,100,100,100,100,100,96,98,100,100,100,100,100,100,100,38,16,10,8,8,6,6,6,6,6,6,8,8,12,1
100,98,98,100,100,100,100,100,100,100,32,14,8,8,6,6,6,6,6,6,6,6,8,10,16,62,100,100,100,100,100,100,1
100,100,54,22,14,12,10,8,8,8,8,8,8,10,12,16,28,100,100,100,100,100,100,100,98,94,94,100,100,100,100,100,1
8,8,8,10,10,12,14,18,30,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,60,24,16,12,10,10,1
20,74,100,100,100,100,100,100,100,96,98,100,100,100,100,100,100,100,38,16,10,8,8,6,6,6,6,6,6,8,8,12,1
98,100,100,100,100,100,100,86,22,14,10,8,8,6,6,6,6,8,8,10,12,18,44,100,100,100,100,100,100,100,96,96,1
34,20,14,12,10,10,10,10,10,10,12,14,18,28,66,100,100,100,100,100,100,98,94,92,96,100,100,100,100,100,100,100,1
8,10,10,12,16,24,60,100,100,100,100,100,100,98,94,94,96,100,100,100,100,100,100,100,30,18,14,12,10,10,8,8,1
100,100,100,98,96,98,100,100,100,100,100,100,100,30,16,10,8,8,8,6,6,6,8,8,8,10,16,30,100,100,100,100,1
100,100,100,100,100,100,54,22,16,12,10,8,8,8,8,8,10,10,12,16,28,100,100,100,100,100,100,100,98,94,94,100,1
20,16,14,12,10,10,10,12,12,14,16,22,38,100,100,100,100,100,100,100,94,92,92,96,100,100,100,100,100,100,74,32,1
12,14,20,40,100,100,100,100,100,100,100,96,94,96,100,100,100,100,100,100,100,40,20,14,12,10,10,8,8,8,10,10,1
100,100,100,98,96,98,100,100,100,100,100,100,100,28,16,10,8,8,6,6,6,6,6,8,8,10,16,28,100,100,100,100,1
100,100,100,100,100,40,20,14,12,10,10,8,8,8,10,10,12,14,20,40,100,100,100,100,100,100,100,96,94,96,100,100,1
14,12,12,10,10,10,12,12,14,18,26,50,100,100,100,100,100,100,98,94,92,94,98,100,100,100,100,100,100,50,26,18,1
12,14,20,40,100,100,100,100,100,100,100,96,94,96,100,100,100,100,100,100,100,40,20,14,12,10,10,8,8,8,10,10,1
100,100,100,100,100,100,98,96,100,100,100,100,100,100,100,72,18,12,8,8,6,6,6,6,6,6,6,8,10,16,36,100,1
98,100,100,100,100,100,100,84,22,14,10,8,8,6,6,6,6,8,8,10,12,18,42,100,100,100,100,100,100,100,96,96,1
16,14,12,10,10,10,10,10,10,12,14,20,32,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,62,26,1
8,10,12,16,26,100,100,100,100,100,100,100,98,94,96,100,100,100,100,100,100,100,50,22,14,10,10,8,8,8,8,8,1
100,100,100,100,100,98,98,100,100,100,100,100,100,100,30,14,8,6,6,6,6,4,4,6,6,6,8,10,16,60,100,100,1
100,100,54,22,14,12,10,8,8,8,8,8,8,10,12,16,28,100,100,100,100,100,100,100,98,94,96,100,100,100,100,100,1
8,8,8,8,10,12,14,18,30,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,60,24,16,12,10,10,1
20,72,100,100,100,100,100,100,100,96,98,100,100,100,100,100,100,100,36,16,10,8,6,6,6,6,6,6,6,8,8,12,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,16,8,6,4,4,4,4,4,4,4,4,4,4,6,10,32,100,100,1
100,100,100,100,100,100,28,12,8,6,6,4,4,4,4,4,6,6,6,10,14,56,100,100,100,100,100,100,100,98,98,100,1
14,10,8,8,8,8,8,8,8,10,12,14,24,96,100,100,100,100,100,100,98,96,96,100,100,100,100,100,100,100,48,20,1
8,12,28,100,100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,56,14,10,6,6,6,4,4,4,4,4,6,6,1
100,100,100,100,100,100,100,68,18,10,8,6,6,6,6,6,6,6,6,8,10,14,34,100,100,100,100,100,100,100,98,96,1
30,18,12,10,10,8,8,8,8,10,10,12,16,24,56,100,100,100,100,100,100,98,94,94,98,100,100,100,100,100,100,100,1
8,8,10,10,14,22,50,100,100,100,100,100,100,100,96,94,98,100,100,100,100,100,100,100,26,16,12,10,8,8,8,8,1
100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,56,14,10,6,6,6,4,4,4,4,4,6,6,8,12,28,100,1
100,100,100,100,100,100,100,68,18,10,8,6,6,6,6,6,6,6,6,8,10,14,34,100,100,100,100,100,100,100,98,96,1
30,18,12,10,10,8,8,8,8,10,10,12,16,24,56,100,100,100,100,100,100,98,94,94,98,100,100,100,100,100,100,100,1
8,8,10,10,14,22,50,100,100,100,100,100,100,100,96,94,98,100,100,100,100,100,100,100,26,16,12,10,8,8,8,8,1
100,100,100,100,100,100,98,98,100,100,100,100,100,100,100,56,14,10,6,6,6,4,4,4,4,4,6,6,8,12,28,100,1
100,100,100,100,100,100,100,68,18,10,8,6,6,6,6,6,6,6,6,8,10,14,34,100,100,100,100,100,100,100,98,96,1
100,100,100,100,28,16,12,10,10,8,8,8,8,8,10,12,14,22,54,100,100,100,100,100,100,100,94,94,98,100,100,100,1
10,10,10,10,10,10,12,14,18,28,66,100,100,100,100,100,100,98,94,92,96,100,100,100,100,100,100,100,34,20,14,12,1
12,20,46,100,100,100,100,100,100,100,96,96,98,100,100,100,100,100,100,90,24,14,10,8,8,8,6,6,8,8,8,10,1
100,100,98,96,100,100,100,100,100,100,100,68,18,10,8,6,6,6,6,6,6,6,6,8,10,14,34,100,100,100,100,100,1
100,100,100,100,28,16,12,10,10,8,8,8,8,8,10,12,14,22,54,100,100,100,100,100,100,100,94,94,98,100,100,100,1
40,24,18,14,12,12,10,10,12,12,14,16,20,32,76,100,100,100,100,100,100,96,92,92,94,100,100,100,100,100,100,100,1
14,12,12,12,12,14,16,18,24,36,88,100,100,100,100,100,100,94,90,90,92,100,100,100,100,100,100,100,44,26,20,16,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,44,22,16,12,12,10,10,10,10,10,12,12,16,22,44,1
92,94,100,100,100,100,100,100,100,44,22,16,12,12,10,10,10,10,10,12,12,16,22,44,100,100,100,100,100,100,100,94,1
100,60,30,22,18,14,14,12,12,12,14,14,18,22,30,60,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,1
12,12,14,14,18,22,30,60,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,60,30,22,18,14,14,12,1
18,28,68,100,100,100,100,100,100,98,94,92,96,100,100,100,100,100,100,100,34,20,16,12,12,10,10,10,10,10,12,14,1
100,98,94,94,98,100,100,100,100,100,100,100,30,18,12,10,10,8,8,8,8,10,10,12,16,24,56,100,100,100,100,100,1
100,100,100,100,40,24,18,14,12,12,10,10,12,12,14,16,20,32,76,100,100,100,100,100,100,96,92,92,94,100,100,100,1
14,12,12,12,12,14,16,18,24,36,88,100,100,100,100,100,100,94,90,90,92,100,100,100,100,100,100,100,44,26,20,16,1
18,28,68,100,100,100,100,100,100,98,94,92,96,100,100,100,100,100,100,100,34,20,16,12,12,10,10,10,10,10,12,14,1
100,98,94,94,98,100,100,100,100,100,100,100,30,18,12,10,10,8,8,8,8,10,10,12,16,24,56,100,100,100,100,100,1
100,100,78,32,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,100,100,100,100,94,92,92,96,100,100,100,100,1
12,12,12,12,14,16,18,26,44,100,100,100,100,100,100,100,94,90,90,96,100,100,100,100,100,100,84,34,22,18,14,14,1
32,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,62,26,18,14,12,10,10,10,10,10,10,12,14,20,1
98,94,94,98,100,100,100,100,100,100,56,24,16,12,10,10,8,8,8,8,10,10,12,18,30,100,100,100,100,100,100,100,1
100,100,78,32,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,100,100,100,100,94,92,92,96,100,100,100,100,1
12,12,12,12,14,16,18,26,44,100,100,100,100,100,100,100,94,90,90,96,100,100,100,100,100,100,84,34,22,18,14,14,1
32,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,62,26,18,14,12,10,10,10,10,10,10,12,14,20,1
98,94,94,98,100,100,100,100,100,100,56,24,16,12,10,10,8,8,8,8,10,10,12,18,30,100,100,100,100,100,100,100,1
100,100,78,32,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,100,100,100,100,94,92,92,96,100,100,100,100,1
12,12,12,12,14,16,18,26,44,100,100,100,100,100,100,100,94,90,90,96,100,100,100,100,100,100,84,34,22,18,14,14,1
32,100,100,100,100,100,100,100,96,94,94,98,100,100,100,100,100,100,62,26,18,14,12,10,10,10,10,10,10,12,14,20,1
98,94,94,98,100,100,100,100,100,100,56,24,16,12,10,10,8,8,8,8,10,10,12,18,30,100,100,100,100,100,100,100,1
100,100,78,32,22,16,14,12,12,12,12,12,12,14,18,24,40,100,100,100,100,100,100,100,94,92,92,96,100,100,100,100,1
14,14,12,12,14,14,16,18,24,38,90,100,100,100,100,100,100,94,90,90,92,100,100,100,100,100,100,100,46,28,20,16,1
20,30,70,100,100,100,100,100,100,98,92,92,96,100,100,100,100,100,100,100,36,22,16,14,12,10,10,10,10,12,12,14,1
100,98,94,94,96,100,100,100,100,100,100,100,30,18,14,12,10,8,8,8,8,10,10,12,16,24,58,100,100,100,100,100,1
100,100,100,100,40,24,18,14,12,12,12,12,12,12,14,16,22,32,78,100,100,100,100,100,100,96,92,92,94,100,100,100,1
18,16,14,14,14,14,14,16,18,24,34,64,100,100,100,100,100,100,96,90,88,90,96,100,100,100,100,100,100,64,34,24,1
16,20,28,54,100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,1
100,100,100,94,92,94,100,100,100,100,100,100,100,42,22,16,12,10,10,10,10,10,10,10,12,16,22,42,100,100,100,100,1
100,100,100,100,42,26,18,16,14,12,12,12,12,12,14,18,22,34,82,100,100,100,100,100,100,96,92,90,94,100,100,100,1
16,14,14,14,14,14,16,20,26,38,94,100,100,100,100,100,100,94,90,90,92,98,100,100,100,100,100,100,48,28,20,18,1
14,16,18,26,42,100,100,100,100,100,100,100,94,90,92,96,100,100,100,100,100,100,82,34,22,18,14,12,12,12,12,12,1
100,100,100,100,96,94,94,98,100,100,100,100,100,100,62,26,18,14,12,10,10,10,10,10,10,12,14,20,32,100,100,100,1
100,100,100,100,100,100,74,30,20,16,14,12,10,10,10,12,12,14,16,22,38,100,100,100,100,100,100,100,94,92,92,96,1
26,20,16,14,14,14,14,14,16,18,20,28,48,100,100,100,100,100,100,98,92,90,90,94,100,100,100,100,100,100,94,38,1
14,14,14,16,18,22,32,64,100,100,100,100,100,100,96,90,88,90,96,100,100,100,100,100,100,64,32,22,18,16,14,14,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,48,24,18,14,12,10,10,10,10,10,12,14,18,24,48,1
92,94,100,100,100,100,100,100,100,48,24,18,14,12,10,10,10,10,10,12,14,18,24,48,100,100,100,100,100,100,100,94,1
100,64,32,22,18,16,14,14,14,14,14,16,18,22,32,64,100,100,100,100,100,100,96,90,88,90,96,100,100,100,100,100,1
14,14,14,16,18,22,32,64,100,100,100,100,100,100,96,90,88,90,96,100,100,100,100,100,100,64,32,22,18,16,14,14,1
100,100,100,100,100,96,92,92,94,100,100,100,100,100,100,100,36,22,16,14,12,10,10,10,10,12,12,14,20,30,72,100,1
94,100,100,100,100,100,100,100,40,24,18,14,12,12,12,12,12,12,14,16,22,32,78,100,100,100,100,100,100,96,92,92,1
50,30,22,18,16,14,14,14,14,16,18,20,26,42,100,100,100,100,100,100,100,92,88,88,92,98,100,100,100,100,100,100,1
14,14,16,20,26,38,94,100,100,100,100,100,100,94,90,90,92,98,100,100,100,100,100,100,48,28,20,18,16,14,14,14,1
100,96,92,90,94,100,100,100,100,100,100,100,42,26,18,16,14,12,12,12,12,12,14,18,22,34,82,100,100,100,100,100,1
100,100,100,100,52,30,22,18,16,14,14,14,14,16,18,22,28,42,100,100,100,100,100,100,100,92,88,88,90,98,100,100,1
18,16,16,16,16,18,20,24,30,46,100,100,100,100,100,100,100,92,88,86,90,96,100,100,100,100,100,100,58,34,26,20,1
18,24,34,66,100,100,100,100,100,100,96,90,88,90,96,100,100,100,100,100,100,66,34,24,18,16,14,14,14,14,14,16,1
100,100,98,92,90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,16,20,28,54,100,100,100,100,1
100,100,100,100,100,66,34,24,18,16,14,14,14,14,14,16,18,24,34,66,100,100,100,100,100,100,96,90,88,90,96,100,1
22,18,16,16,16,16,16,18,22,28,40,76,100,100,100,100,100,100,94,88,86,88,94,100,100,100,100,100,100,76,40,28,1
16,16,16,18,22,28,40,76,100,100,100,100,100,100,94,88,86,88,94,100,100,100,100,100,100,76,40,28,22,18,16,16,1
100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,1
100,100,98,94,92,94,98,100,100,100,100,100,100,50,26,18,14,12,12,10,10,10,12,12,14,18,26,50,100,100,100,100,1
100,100,100,100,100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,1
12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,62,32,22,18,16,14,12,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,1
92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,100,100,100,100,100,100,100,94,1
100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,1
12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,62,32,22,18,16,14,12,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,1
92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,100,100,100,100,100,100,100,94,1
100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,1
12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,62,32,22,18,16,14,12,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,1
92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,100,100,100,100,100,100,100,94,1
100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,1
12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,100,62,32,22,18,16,14,12,1
100,100,100,100,100,100,100,94,92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,1
92,94,100,100,100,100,100,100,100,46,24,16,14,12,10,10,10,10,10,12,14,16,24,46,100,100,100,100,100,100,100,94,1
100,62,32,22,18,16,14,12,12,12,14,16,18,22,32,62,100,100,100,100,100,100,96,92,90,92,96,100,100,100,100,100,1
14,14,14,14,16,18,22,30,50,100,100,100,100,100,100,98,92,88,90,94,100,100,100,100,100,100,96,40,26,20,16,14,1
100,100,100,100,100,96,92,92,94,100,100,100,100,100,100,100,38,22,16,14,12,12,10,10,10,12,14,16,20,30,74,100,1
94,100,100,100,100,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,100,100,100,100,100,96,92,90,1
52,32,22,18,16,16,14,14,14,16,18,22,28,42,100,100,100,100,100,100,100,92,88,88,90,98,100,100,100,100,100,100,1
14,14,16,20,26,40,96,100,100,100,100,100,100,94,90,88,92,98,100,100,100,100,100,100,50,30,22,18,16,14,14,14,1
100,100,100,100,100,96,92,92,94,100,100,100,100,100,100,100,38,22,16,14,12,12,10,10,10,12,14,16,20,30,74,100,1
94,100,100,100,100,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,100,100,100,100,100,96,92,90,1
52,32,22,18,16,16,14,14,14,16,18,22,28,42,100,100,100,100,100,100,100,92,88,88,90,98,100,100,100,100,100,100,1
14,14,16,20,26,40,96,100,100,100,100,100,100,94,90,88,92,98,100,100,100,100,100,100,50,30,22,18,16,14,14,14,1
100,100,100,100,100,96,92,92,94,100,100,100,100,100,100,100,38,22,16,14,12,12,10,10,10,12,14,16,20,30,74,100,1
94,100,100,100,100,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,100,100,100,100,100,96,92,90,1
52,32,22,18,16,16,14,14,14,16,18,22,28,42,100,100,100,100,100,100,100,92,88,88,90,98,100,100,100,100,100,100,1
16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,1
100,100,100,94,92,94,100,100,100,100,100,100,100,48,24,18,14,12,10,10,10,10,10,12,14,18,24,48,100,100,100,100,1
100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,1
20,16,16,14,14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,1
14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,20,16,16,14,1
100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,16,20,28,54,1
90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,16,20,28,54,100,100,100,100,100,100,98,92,1
100,70,36,24,20,16,16,14,14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,1
14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,20,16,16,14,1
100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,16,20,28,54,1
90,92,98,100,100,100,100,100,100,54,28,20,16,14,12,12,12,12,12,14,16,20,28,54,100,100,100,100,100,100,98,92,1
100,70,36,24,20,16,16,14,14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,1
14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,20,16,16,14,1
100,100,100,100,100,96,92,90,94,100,100,100,100,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,1
92,100,100,100,100,100,100,100,44,26,20,16,14,12,12,12,12,14,16,18,24,36,86,100,100,100,100,100,100,94,90,90,1
20,16,16,14,14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,1
16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,1
100,100,100,94,92,94,100,100,100,100,100,100,100,48,24,18,14,12,10,10,10,10,10,12,14,18,24,48,100,100,100,100,1
100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,1
20,16,16,14,14,14,16,16,20,24,36,70,100,100,100,100,100,100,94,90,88,90,94,100,100,100,100,100,100,70,36,24,1
16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,1
100,100,100,94,92,94,100,100,100,100,100,100,100,48,24,18,14,12,10,10,10,10,10,12,14,18,24,48,100,100,100,100,1
100,100,100,100,100,58,30,22,16,14,14,12,12,12,14,14,16,22,30,58,100,100,100,100,100,100,98,92,90,92,98,100,1
56,32,24,20,18,16,16,16,16,16,18,22,30,44,100,100,100,100,100,100,100,92,88,88,90,96,100,100,100,100,100,100,1
14,16,18,22,28,42,100,100,100,100,100,100,100,92,88,88,90,98,100,100,100,100,100,100,52,32,22,18,16,16,14,14,1
100,100,100,100,100,96,92,90,94,100,100,100,100,100,100,100,42,24,18,14,12,12,12,12,12,12,14,16,22,34,80,100,1
92,100,100,100,100,100,100,100,44,26,20,16,14,12,12,12,12,14,16,18,24,36,86,100,100,100,100,100,100,94,90,90,1
56,32,24,20,18,16,16,16,16,16,18,22,30,44,100,100,100,100,100,100,100,92,88,88,90,96,100,100,100,100,100,100,1
24,36,88,100,100,100,100,100,100,94,90,90,92,100,100,100,100,100,100,100,46,26,20,16,14,14,12,12,12,14,16,18,1
100,96,92,92,94,100,100,100,100,100,100,100,40,24,18,14,12,12,12,10,12,12,14,16,20,32,78,100,100,100,100,100,1
100,100,100,100,50,30,22,18,16,14,14,14,14,14,16,20,26,40,98,100,100,100,100,100,100,94,90,88,92,98,100,100,1
98,100,100,100,100,100,100,48,32,24,20,18,16,16,16,18,18,22,26,36,60,100,100,100,100,100,100,96,88,86,86,90,0
96,100,100,100,100,100,100,56,36,28,24,20,20,18,18,20,22,24,30,42,70,100,100,100,100,100,100,92,86,84,84,88,0
92,100,100,100,100,100,100,64,42,32,26,24,22,22,22,22,24,28,34,48,80,100,100,100,100,100,100,90,84,80,82,86,0
100,100,100,100,100,100,60,42,32,28,26,24,24,24,26,28,32,42,60,100,100,100,100,100,100,94,84,80,78,80,84,94,0
100,100,100,100,100,100,66,46,36,30,28,26,26,26,28,30,36,46,66,100,100,100,100,100,100,92,82,78,76,78,82,92,0
100,100,100,100,100,100,70,50,38,34,30,28,28,28,30,34,38,50,70,100,100,100,100,100,100,90,80,76,74,76,80,90,0
100,100,100,100,100,100,76,52,42,36,32,30,30,30,32,36,42,52,76,100,100,100,100,100,100,86,78,74,72,74,78,86,0
98,100,100,100,100,100,82,56,44,38,34,32,32,32,34,38,44,56,82,100,100,100,100,100,98,84,76,72,70,72,76,84,0
96,100,100,100,100,100,88,60,48,40,36,34,34,34,36,40,48,60,88,100,100,100,100,100,96,82,74,70,68,70,74,82,0
92,100,100,100,100,100,92,64,50,44,40,36,36,36,40,44,50,64,92,100,100,100,100,100,92,78,72,68,66,68,72,78,0
90,100,100,100,100,100,98,68,54,46,42,40,38,40,42,46,54,68,98,100,100,100,100,100,90,76,68,64,64,64,68,76,0
86,100,100,100,100,100,100,72,56,48,44,42,40,42,44,48,56,72,100,100,100,100,100,100,86,74,66,62,62,62,66,74,0
84,100,100,100,100,100,100,76,60,50,46,44,42,44,46,50,60,76,100,100,100,100,100,100,84,72,64,60,60,60,64,72,0
80,100,100,100,100,100,100,80,62,54,48,46,44,46,48,54,62,80,100,100,100,100,100,100,80,68,62,58,58,58,62,68,0
78,98,100,100,100,100,100,84,66,56,50,48,46,48,50,56,66,84,100,100,100,100,100,98,78,66,60,56,56,56,60,66,0
74,94,100,100,100,100,100,88,68,58,52,50,48,50,52,58,68,88,100,100,100,100,100,94,74,64,58,54,54,54,58,64,0
72,90,100,100,100,100,100,92,72,62,56,52,52,52,56,62,72,92,100,100,100,100,100,90,72,62,56,52,50,52,56,62,0
68,88,100,100,100,100,100,94,74,64,58,54,54,54,58,64,74,94,100,100,100,100,100,88,68,58,52,50,48,50,52,58,0
48,52,58,70,90,100,100,100,100,100,92,74,64,60,56,56,58,62,70,84,100,100,100,100,100,100,74,60,52,48,46,46,0
44,48,54,64,86,100,100,100,100,100,96,78,68,62,60,60,62,66,74,88,100,100,100,100,100,96,70,56,50,46,44,44,0
42,40,40,42,46,54,66,90,100,100,100,100,100,94,78,68,64,62,62,66,72,82,100,100,100,100,100,100,80,60,50,44,0
38,38,38,40,42,50,60,82,100,100,100,100,100,98,82,72,68,64,66,68,74,86,100,100,100,100,100,100,74,56,46,42,0
36,34,34,36,40,46,56,76,100,100,100,100,100,100,86,76,70,68,68,72,78,90,100,100,100,100,100,100,68,52,44,38,0
32,32,32,34,36,42,52,70,100,100,100,100,100,100,88,78,74,70,72,74,82,94,100,100,100,100,100,96,62,48,40,34,0
30,28,28,30,32,38,46,64,100,100,100,100,100,100,92,82,76,74,74,78,84,98,100,100,100,100,100,86,56,42,36,32,0
26,26,26,28,30,34,42,56,96,100,100,100,100,100,96,86,80,76,78,80,88,100,100,100,100,100,100,78,50,38,32,28,0
24,22,22,24,26,30,36,50,86,100,100,100,100,100,100,88,82,80,80,84,92,100,100,100,100,100,100,68,44,34,28,26,0
42,32,26,24,22,22,22,22,24,28,34,46,80,100,100,100,100,100,100,90,84,80,82,86,94,100,100,100,100,100,100,64,0
38,30,24,22,20,20,20,20,22,26,32,44,74,100,100,100,100,100,100,92,86,82,82,86,94,100,100,100,100,100,100,60,0
36,28,22,20,18,18,18,20,20,24,30,40,68,100,100,100,100,100,100,94,86,84,84,88,96,100,100,100,100,100,100,54,0
